item,count,f
"HEALTH",1,1.79
"HEALTH-INSURANCE",1,1.79
"HEMORRHAGIC-FEVER",1,1.79
"HER2",1,1.79
"HIGGS-BOSON",1,1.79
"HLA-CLASS-I",1,1.79
"HOMELESSNESS",1,1.79
"HOSPITALS",1,1.79
"HYDROGEL",1,1.79
"HYDROGEN EVOLUTION",1,1.79
"HYDROGEN-PRODUCTION",1,1.79
"IDENTIFICATION",1,1.79
"IMPROVE PASSING ABILITY",1,1.79
"IN-SITU GROWTH",1,1.79
"INDOOR AIR PURIFICATION",1,1.79
"INFLUENZA-VIRUSES",1,1.79
"INHIBITOR",1,1.79
"INTERCALATION",1,1.79
"INTERVENTIONS",1,1.79
"ISLAND",1,1.79
"KNOWLEDGE",1,1.79
"LAND-USE",1,1.79
"LANDSCAPES",1,1.79
"LARGE HADRON COLLIDER",1,1.79
"LARGE-SCALE",1,1.79
"LEAKAGE",1,1.79
"LIFE-CYCLE ASSESSMENT",1,1.79
"LIGHT",1,1.79
"LIME",1,1.79
"LONG CYCLE LIFE",1,1.79
"MAGNETIC-PROPERTIES",1,1.79
"MARBLE DUST",1,1.79
"MARINE",1,1.79
"MATERIAL FLOW-ANALYSIS",1,1.79
"MATERIAL STOCK",1,1.79
"MEMBRANE",1,1.79
"MICROBEADS",1,1.79
"MICROWAVE-ASSISTED SYNTHESIS",1,1.79
"MISSING ENERGY",1,1.79
"MODEL",1,1.79
"MODELS",1,1.79
"MONOCLONAL-ANTIBODY",1,1.79
"MONOPOLIST",1,1.79
"NANO-SILICA",1,1.79
"NANOSTRUCTURES",1,1.79
"NEIGHBORHOOD",1,1.79
"NEUTRALIZING ANTIBODY",1,1.79
"NEUTRINO MASSES",1,1.79
"OPPORTUNITIES",1,1.79
"OPPORTUNITY",1,1.79
"OPTIMIZATION",1,1.79
"OUTCOMES",1,1.79
"OXIDATION",1,1.79
"PARTICLES",1,1.79
"PAVEMENTS",1,1.79
"PAY",1,1.79
"PHASE-II TRIAL",1,1.79
"PLACEMAKING",1,1.79
"PLANTS",1,1.79
"PLASTIC FIBERS",1,1.79
"PLATFORM",1,1.79
"POLY(N-ISOPROPYLACRYLAMIDE)",1,1.79
"PRICE",1,1.79
"PRINCIPLES",1,1.79
"PRODUCT",1,1.79
"PROTEIN DOMAIN-III",1,1.79
"PROTOCOL",1,1.79
"RAMAN-SPECTROSCOPY",1,1.79
"RECOMBINANT FUSION PROTEINS",1,1.79
"RECYCLED AGGREGATE CONCRETE",1,1.79
"REFUGEES",1,1.79
"REGULATORY T-CELLS",1,1.79
"RELEASE",1,1.79
"REMOVAL",1,1.79
"RESISTANCE",1,1.79
"RICH",1,1.79
"RISK",1,1.79
"SCALABLE SYNTHESIS",1,1.79
"SCENARIOS",1,1.79
"SCIENCE",1,1.79
"SENSORS",1,1.79
"SERVICES",1,1.79
"SILICON",1,1.79
"SINGLE-PHOTON",1,1.79
"SITE",1,1.79
"SNS NANOSHEETS",1,1.79
"SOFT SPACES",1,1.79
"SOLAR-CELLS",1,1.79
"STABILITY",1,1.79
"STEVENS-JOHNSON-SYNDROME",1,1.79
"SUPPLY CHAIN",1,1.79
"SURFACE",1,1.79
"SYNTHETIC-FIBERS",1,1.79
"SYSTEM",1,1.79
"SYSTEMS",1,1.79
"TAX",1,1.79
"THAILAND",1,1.79
"THERAPY",1,1.79
"THIN-FILMS",1,1.79
"TIME",1,1.79
"TITANIA",1,1.79
"TOXIC EPIDERMAL NECROLYSIS",1,1.79
"TRANSFORMATION",1,1.79
"TRANSITION",1,1.79
"TRASTUZUMAB",1,1.79
"TYPE-2 ENVELOPE PROTEIN",1,1.79
"URBAN",1,1.79
"VACUUM INSULATION PANELS",1,1.79
"VOLTAGE",1,1.79
"WASTE",1,1.79
"WASTE-WATER",1,1.79
"WATER",1,1.79
"WEST-NILE-VIRUS",1,1.79
"WORLD HERITAGE",1,1.79
