10	Passive radiative cooling strategy shows a great potential in mitigating global warming and reducing energy consumption. However, existing radiative coolers generally show poor solar-reflection and be easily dampened by environmental aging, making the cooling ineffective. Mimicking the biological design for thermoregulation has given promise for realizing high performance and long time cooling. Here, inspired by structural whiteness in butterflies, we developed a sustainable cellulose nanocrystal aerogel grating (CAG) with designable metasurfaces for efficient radiative cooling, which can be achieved by using copper meshes as well as manipulating the 2D confined freeze casting process. The simulation indicates that the regular tubes and irregular gully on the aerogel surface act as gratings to achieve diffraction and broadband reflection of sunlight. Such CAG exhibits ultrahigh solar reflectance (97.4 %), high infrared emittance (94 %), and anti environmental aging function (anti-ultraviolet light/ contamination). It achieves a sub-ambient temperature drop of 10.5 degrees C under direct sunlight and still approximately 9.4 degrees C even after 6 months of exposure to hot weather. Building simulations demonstrate that CAG can save 47 % of the worldwide energy consumption for cooling each year. This work provides insight into the design of bioinspired thermal-regulating materials to save energy consumption.
11	The need to protect our cultural heritage was stressed upon by "The Leipzig Chart for Durable European Cities", a European Community act, which appeared in 2007 in response to the danger of destruction of European city centres. This was the first official act that recognizes the historical centres as Europe's research, innovation, and economical development engines and one of its main goals was to attract investments and activities in the cities centres through the citizens' participation while putting an end to the limitless extension of the cities. The danger facing not only Romanian cities but most European ones as well, is loss of their centrality directly through neglect, abandonment of the central areas, gradual taking over of the public space by private use, or indirectly as a consequence of the territorial urbanization in any point of the region, by decentralizing living, commerce and office areas. The centralizing strategy applied in the case of the city of Timisoara, to the central areas took place on three levels, namely: revitalize - restructure - renovation in this order by using the potential of the existing students as an engine of development. The revitalization itself took place on another three levels meaning refunctionalizing of buildings, recreating public spaces and reorienting events. The relationship between the central historical area and the universities around it make it ideal for housing student spin outs, major generators of innovation and forming knowledge centres or creative hubs which are not only promising growth industries but also as catalysts for urban regeneration, which goes beyond physical regeneration as urban knowledge hubs are developed with explicit social regeneration objectives in mind. Without a well made strategy, its profound understanding by the local authorities and its coherent application, the city's public urban areas may collapse despite funds, creative efforts, dedication and expertise invested in their rehabilitation. (C) 2013 Elsevier Masson SAS. All rights reserved.
12	Since the dawn of history concrete has been, right behind stone and brick, one of the oldest building materials. The ancient Romans took advantage of its opportunities. They constructed amazing architectural objects, which survived centuries as whole buildings or parts of them. Concrete is so ubiquitous, that when we are walking in a newer districts of cities we are virtually surrounded by concrete from everywhere. Sometimes we do not realize in how many cases and various ways concrete is used in towns and cities. As we know, human curiosity and quest for newer and newer solutions and capabilities does not leave such amazing material as concrete alone. There are many varieties of concrete, depending on what people want to achieve. By changing its chemical composition, technological process and adding various other materials, we receive various types of concrete. We use them to create durable supporting structures, a variety of concrete which is resistant to constant moisture or different chemical types. Additionally, some aspects of aesthetics in architecture are made with the help of concrete.
13	Numerous calls at national and international level are leading some countries to seek to redesign the provision of healthcare and services. Care pathways have the potential to improve outcomes by providing a mechanism to coordinate care and reduce fragmentation and ultimately costs. However, their implementation still shows variable results, resulting in them being considered as complex interventions in complex systems. By mobilizing an emerging approach combining action research and grounded theory methodology, we conducted a pilot project on care pathways. We used a strongly inductive process, to mobilize comparison and continuous theoretical sampling to produce theories. Forty-two interviews were conducted, and participant observations were made throughout the project, including 60 participant observations at meetings, workshops and field observations. The investigators kept logbooks and recorded field notes. Thematic analysis was used with an inductive approach. The present model explains the factors that positively or negatively influence the implementation of innovations in care pathways. The model represents interactions between facilitating factors, favourable conditions for the emergence of innovation adoption, implementation process enablers and challenges or barriers including those related specifically to the local context. What seems to be totally new is the embodiment of the mobilizing shared objective of active patient-partner participation in decision-making, data collection and analysis and solution building. This allows, in our opinion, to transcend professional perspectives for the benefit of patient-oriented results. Finally, the pilot project has created expectations in terms of spread and scaling. Future research on care pathway implementation should go further in the evaluation of the multifactorial impacts and develop a methodological framework of care pathway implementation, as the only existing proposition seems limited. Furthermore, from a social science perspective, it would be interesting to analyse the modes of social valuation of the different actors to understand what allows the transformation of collective action.
14	The results of investigations on deteriorations of existing concrete structures all over Japan were presented. An accident that occurred in a tunnel lining concrete was the starting point. Measures to make structures durable were proposed based on the results. These measures are also presented in this paper. At that time Japan Society of Civil Engineers published a performance based construction specification. The specification is an initiative work to specify the methods to achieve structures with desired performances with not only safety and serviceability but also durability. The main part of the Specification is the method to investigate durability of structures. Introduction of this specification is also the objective of this paper.
15	Nowadays, high-pressure sensors are broadly utilized in manufacturing and applications for ensuring safe production and preventing failures. However, present high-pressure sensors are mainly fabricated by high-strength metal and cement, which are too heavy or easy-corrosive to satisfy long-term usage. Polymer piezoresistive materials have great potential due to their stability and light weight, but achieving high strength and durability at the same time remains a serious challenge. In this work, a high-strength pressure sensor is fabricated by epoxy resin/carbon fiber (EP/CF) composite, where CF builds a conductive network as a reinforcing phase and EP provides a durable and light-weight base phase. The conductive mechanism based on stress-induced structure has been elucidated, and the performance of related sensors in various conditions is revealed. The lightweight (-1.28 g/cm(3)) pressure sensor manifests a wide sensing response range from 22 kPa to 80 MPa. Moreover, the durability of this novel pressure sensor is verified by repeating loading and unloading at a high pressure of 10 MPa for more than 3500 cycles. Meanwhile, the high temperature and water resistance are furtherly confirmed, where EP/CF composites exhibits excellent cycling stability (10 MPa, >1000 cycles) after heating (100 C-degrees) or soaking in water. Attributed to the comprehensive performance of high-strength, ultrawide detection range, durability and light weight, EP/CF composites are applied for road safety monitoring and deep-sea operation, showing wide application prospects in high-pressure monitoring field.
16	Production technologies of Roman to Medieval times bricks on the city of Padua were addressed by means of a multi-analytical approach, consisting in Spectrophotometry, X-Ray Fluorescence (XRF), Powder X-Ray Diffraction (PXRD), Polarized Optical Microscopy (POM) and Scanning Electron Microscopy (SEMEDS). The Early-Christian (5-6th centuries) and Romanesque (12-13th centuries) areas of the Basilica of Saint Justine of Padua (5/6-16th centuries), and the remains of the Roman necropolis (1-3/4th centuries) still preserved under the basilica, were selected to collect the bricks in order to define possible differences between the materials used for the various building phases. The walls are mainly shaped by yellow (with pale and dark hue) and beige colored bricks with an overall good conservation state. The ceramic bodies of this type of bricks showed the development of high-temperature phases but a low sintering degree was achieved. Moreover, secondary phases such as zeolites and calcite were formed, within almost the pale-yellow bodies and intensively precipitated through the groundmass of the beige bricks, respectively. Mg-rich calcareous clays and chloritic-illitic clays were used, firing temperatures of or over 900 degrees C were reached and more porous ceramic bodies were produced when higher was the carbonate content on the raw clays. A lesser carbonate content of the base clays and/or the decrease in the firing temperatures were the main technological modifications progressively accomplished, leading to color changes on the ceramic bodies from yellow to beige hue. The Roman production technologies might be largely inherited by the brick makers during the Late Antiquity and Medieval times in the city and the reuse of more ancient bricks during the Medieval Times was confirmed. Such reuse operations have allowed to observe that under high humid conditions the yellow hue bricks have been rather good preserved, while when exposed to insolation and fluctuations of the environmental conditions a significant granular disaggregation -with the concomitance darkening of the color pastes- is developed. The color of bricks may entail an identifier of a specific construction period of the city and durable bricks from local clays, especially suitable for high humidity areas and that may preserve the aesthetical values of the city of Padua, may be currently produced. (C) 2022 The Authors. Published by Elsevier Masson SAS.
17	More than two million U.S. households have an eviction case filed against them each year. Policy makers at the federal, state, and local levels are increasingly pursuing policies to reduce the number of evictions, citing harm to tenants and high public expenditures related to homelessness. We study the consequences of eviction for tenants using newly linked administrative data from two major urban areas: Cook County (which includes Chicago) and New York City. We document that before housing court, tenants experience declines in earnings and employment and increases in financial distress and hospital visits. These pre trends pose a challenge for disentangling correlation and causation. To address this problem, we use an instrumental variables approach based on cases randomly assigned to judges of varying leniency. We find that an eviction order increases homelessness and hospital visits and reduces earnings, durable goods consumption, and access to credit in the first two years. Effects on housing and labor market outcomes are driven by effects for female and Black tenants. In the longer run, eviction increases indebtedness and reduces credit scores.
18	Thermochromic perovskite smart windows (TPWs) are a cutting-edge energy-efficient window technology. However, like most perovskite-based devices, humidity-related degradation limits their widespread application. Herein, inspired by the structure of medical masks, a unique triple-layer thermochromic perovskite window (MTPW) that enable sufficient water vapor transmission to trigger the thermochromism but effectively repel detrimental water and moisture to extend its lifespan is developed. The MTPW demonstrates superhydrophobicity and maintains a solar modulation ability above 20% during a 45-day aging test, with a decay rate 37 times lower than that of a pristine TPW. It can also immobilize lead ions and significantly reduce lead leakage by 66 times. Furthermore, a significant haze reduction from 90% to 30% is achieved, overcoming the blurriness problem of TPWs. Benefiting from the improved optical performance, extended lifespan, suppressed lead leakage, and facile fabrication, the MTPW pushes forward the wide applications of smart windows in green buildings. Thermochromic perovskite smart windows require humidity for operation, but too much can lead to degradation. Tso and coworkers demonstrate a mask-inspired system for humidity regulation, to extend lifespan and minimize optical haze.
19	As urban areas are increasingly exposed to high temperatures, lack of access to residential thermal comfort is a challenge with dramatic consequences for human health and well-being. Air-conditioning (AC) can provide relief against heat stress, but a massive AC uptake could entail stark energy demand growth and mitigation challenges. Slums pose additional risks due to poor building quality, failing to provide adequate shelter from severe climatic conditions. Thus, it is unclear how many people in the Global South will still lack access to basic cooling under different future climate and socioeconomic developments. We assess the impact of different shared socioeconomic pathways (SSPs) and climate futures on the extent of population lacking access to cooling where needed-the cooling gap-and energy requirements for basic comfort for a set of 22 megacities in the Global South. We find that different SSPs greatly influence the extent of future cooling gaps, generally larger in SSP3 due low income levels, and consequent limited access to AC and durable housing. Megacities in Sub-Saharan Africa and South Asia have the largest share of population affected, ranging from 33% (SSP1) to 86% (SSP3) by mid-century. Energy requirements to provide basic cooling for all are higher in SSP1 for most megacities, driven by urbanization, and can increase by 7 to 23% moving from 2.0 to 3.0 degrees C temperature rise levels. Strategies combining improved building design and efficient cooling systems can improve adaptation to heat stress in cities while reducing energy and emission requirements to reach climate and sustainability goals.
20	This study focuses on the development of novel bio-composites using a silica matrix that provides dual functionality: as a hydrophobic surface treatment and as a binder for hemp-shiv. The hydrophilic nature of hemp shiv, a plant based aggregate, results in composites having poor interfacial adhesion, weak mechanical properties and long drying times. In this work, sol-gel process has been utilised to manufacture durable low density hemp based composites. Morphological characterisation by scanning electron microscopy (SEM) showed that hemp shiv was embedded well in the matrix. Detailed chemical analysis using x-ray photoelectron spectroscopy (XPS) and gas chromatography-mass spectrometry (GC-MS) indicate the presence of water soluble and ethanol soluble extractives leached from the hemp shiv which are incorporated into the silica matrix inducing the binding effect. The composites were water resistant and showed good mechanical performance having the potential to develop novel thermal insulation building materials.
21	Mongolia government has proposed to build about 4,100km of paving road and 990km of highway connecting the capital city with all provincial centers between 2013 and 2016. Under the progress of road infrastructure development in Mongolia, early failures of asphalt pavement are occurred based on lack of selecting appropriate paving material and inadequate quality control during construction at extremely cold climate condition. The emerging technology of using polymer-modified asphalt and warm-mix asphalt are considered for building durable asphalt pavement in cold climate condition. Recently, polymer-modified asphalt technology and warm-mix asphalt technology are combined to use in asphalt pavement in Mongolia. The concept of polymer-modified combined warm-mix asphalt (PWMA) technology is to build the polymer-modified asphalt pavement at lower temperature than conventional polymer-modified asphalt mixture (CPMA). It is expected that PWMA pavement would improve crack resistance at low temperature with better compaction effect. This paper presents feasibility study results of the PWMA technology customized for cold climate condition such as Mongolia.
22	Clay brick waste is being generated in huge quantity every year due to increasing construction and demolition activities, causing serious waste is disposal problems. In traditional cement substitution or aggregate substitution methods, a limited amount of the clay brick waste can be reused in mortar or concrete to substitute part of cement or aggregate. This study attempted to reutilize clay brick dust (CBD) based on paste substitution method (by substituting a portion of the paste by an equal volume of CBD without changing the paste composition and water/cementitious materials ratio) to produce mortar, and conducted tests to study its workability in terms of flow spread, and durability in terms of sulphate resistance, water resistance and shrinkage resistance. The findings revealed that reutilizing CBD as paste substitution would increase the superplasticizer demand, but could substantially enhance the sulphate, water and shrinkage resistances, and reduce the cement content and associated carbon footprint. It was shown that up to 20% CBD by volume of the mortar may be added to reduce the cement content by 33% without causing adverse effects. Such percentage reduction in cement content is larger than possible with cement or aggregate substitution. (C) 2020 Elsevier Ltd. All rights reserved.
23	In the current implementation of EPC-s, the assessment focus is purely on the energy consumption data. For the next generation of EPC-s, new performance indicators are proposed to address relevant building performance aspects, such as sustainability, productivity and market value. These indicators would enable evidence-based decision-making processes and facilitate the delivery of renovation triggers. Within the EPC framework, the problem is not the availability of such performance indicators, but the assessment effort required. Only easily available data can justifiably be introduced to bulk EPC-s, either as direct complementary input or as a performance indicator. Availability of such data was analysed from case studies that included EPC-s from 11 EU member states, mainly non-residential buildings. Analysed data included relevant HVAC information such as ventilation air flows, heating and cooling set-points and installed power, but also output data, such as EPC classes, net and primary energy need and GHG emissions. Based on our findings, we outlined two different development paths - one for existing buildings and one for new buildings and major renovations. Two categories of complementary indicators to energy are proposed - IEQ and power indicators.
24	Policy PointsMore rigorous methodologies and systematic approaches should be encouraged in the science of scaling. This will help researchers better determine the effectiveness of scaling, guide stakeholders in the scaling process, and ultimately increase the impacts of health innovations.The practice and the science of scaling need to expand worldwide to address complex health conditions such as noncommunicable and chronic diseases. Although most of the scaling experiences described in the literature are occurring in the Global South, most of the authors publishing on it are based in the Global North. As the science of scaling spreads across the world with the aim of reducing health inequities, it is also essential to address the power imbalance in how we do scaling research globally. ContextScaling of effective innovations in health and social care is essential to increase their impact. We aimed to synthesize the evidence base on scaling and identify current knowledge gaps. MethodsWe conducted an umbrella review according to the Joanna Briggs Institute Reviewers' Manual. We included any type of review that 1) focused on scaling, 2) covered health or social care, and 3) presented a methods section. We searched MEDLINE (Ovid), Embase, PsycINFO (Ovid), CINAHL (EBSCO), Web of Science, The Cochrane Library, Sociological Abstracts (ProQuest), Academic Search Premier (EBSCO), and ProQuest Dissertations & Theses Global from their inception to August 6, 2020. We searched the gray literature using, e.g., Google and WHO-ExpandNet. We assessed methodological quality with AMSTAR2. Paired reviewers independently selected and extracted eligible reviews and assessed study quality. A narrative synthesis was performed. FindingsOf 24,269 records, 137 unique reviews were included. The quality of the 58 systematic reviews was critically low (n = 42). The most frequent review type was systematic review (n = 58). Most reported on scaling in low- and middle-income countries (n = 59), whereas most first authors were from high-income countries (n = 114). Most reviews concerned infectious diseases (n = 36) or maternal-child health (n = 28). They mainly focused on interventions (n = 37), barriers and facilitators (n = 29), frameworks (n = 24), scalability (n = 24), and costs (n = 14). The WHO/ExpandNet scaling definition was the definition most frequently used (n = 26). Domains most reported as influencing scaling success were building scaling infrastructure (e.g., creating new service sites) and human resources (e.g., training community health care providers). ConclusionsThe evidence base on scaling is evolving rapidly as reflected by publication trends, the range of focus areas, and diversity of scaling definitions. Our study highlights knowledge gaps around methodology and research infrastructures to facilitate equitable North-South research relationships. Common efforts are needed to ensure scaling expands the impacts of health and social innovations to broader populations.
25	A city's in-use stock comprises the built environment and manufactured products, which shape a city's weight and play vital roles in human activities. However, researchers have not accurately quantified urban weight and its composition, or how stock types change during urbanization. We quantified Beijing's in-use stock from 1978 to 2015 by bottom-up material-flow analysis for building, infrastructure, and manufactured product stocks, with 11 sub-types (e.g., roads), and 54 accounting items (e.g., expressways). We discuss the driving factors for changes in these stocks and their composition. Beijing's in-use stock increased from 224 Mt in 1978 to 1925 Mt in 2015, an increase of nearly 9 times (19 times the global stock per unit area). This resulted primarily from increases in stocks that accounted for >20% of the total: urban residential buildings (30%), non-residential buildings (26%), and roads (20%), which grew to 15, 5, and 11 times the 1978 levels, respectively. However, the growth rate of these stocks slowed by the end of the study period. Manufactured products represented <4% of the stock, but grew fastest (increasing to 41 times the 1978 value), especially for durable consumer goods and vehicles. This category cannot be neglected because of the increasing purchasing power of residents. The trends for the stock weights remained strongly coupled with population factors, whereas the stocks showed relative decoupling from economic factors (e.g., GDP, investment). These results will help policymakers diagnose problems with Beijing's urban development, thereby improving estimates of future resource demand and providing insights into strategies to slow the increase in urban weight. (C) 2019 Elsevier B.V. All rights reserved.
26	This paper reports on the performance of using a multistage constructed wetland (CW) to treat municipal raw wastewater and an analysis of its suitability for agricultural irrigation. The pilot plant consists of two stages of vertical flow CWs plus one stage of a horizontal CW built in 2018 with different local materials at the Gaston Berger University Campus, Saint Louis (Senegal). Each CW stage is composed of several filters with different type of media (silex, granite, or river gravel), filtering media depths, and macrophytes (Phragmites and Typha). The physicochemical and microbiological indicators were monitored over six months at each bed inlet and outlet to evaluate the efficiency and achievements of the Senegalese, European, and WHO regulations/recommendations for disposal or reuse in irrigation. This study demonstrates the viability of this new multistage CW design to treat raw municipal wastewater and produce an effluent of good quality suitable for reuse in agriculture. The removal of organic matter, suspended solids, and nutrients was very high (>95% for SS, BOD5 and N-NH4+, >90% for COD and P-PO43-), as was the reduction of microbiological indicators (fecal coliform reduction >5 log units and helminth egg removal of 100%). First, trends related to the influence of design (the type of gravel, filter depth, and type of macrophyte), operational modes, and the CW treatment efficiency were determined. The use of non-crushed gravel and Typha spp. seemed to provide better removal rates. On the contrary, no differences were found between the use of silex or granite gravel. For the studied Senegalese conditions under dry and hot climates, the preliminary results indicate that no resting periods are necessary for vertical flow CWs (VFCWs), thus resulting in a reduction in construction and operation costs. The main outcome of our study is evidence that multistage CWs can provide robust, cost-effective treatments, as well as allow for safe water reuse, which is imperative in areas with severe water scarcity and endemic microbiological waterborne diseases.
27	Micro-forest projects are multiplying throughout cities as a new emblem of ecological design of artificial environments. This emerging form of renaturation is bringing a new public narrative investing the discourse of nature based-solutions and civic participation. In Paris, the first micro -forest proposal was carried and implemented by a civic group with the technical and financial support of the municipality. This article analyzes the governance of this nature-based solution through its coproduction, identifying its achievement and challenges on several pilot sites. The analysis shows how a new public narrative is being built from a civic experimentation, while obscuring the difficulties encountered locally by an initiative that faces the territorial complexity of a highly degraded urban environment.
28	Cities generate greenhouse gas (GHG) emissions both in the construction phase of their built environment stocks and durable goods and in their operation phase with energy and material flows. Existing urban GHG accounting methods, however, focus largely on emissions related to energy and material flows and have rarely considered the role of urban stocks. In this article, we have extended urban stocks and flows analysis to urban GHG accounting, using bottom-up and high-resolution urban stocks and flows information for a case of Odense, Denmark. We introduced a complementary indicator of carbon replacement value (CRV) to account for emissions embodied in the urban stocks and determined the CRV of Odense as 10.7 megatons of CO2 equivalent (or 53 metric tons per capita) in 2017, equivalent to 13 years of Odense's operational emissions. The comparison between CRV and operational emissions across urban activities facilitates a better understanding of the carbon profile of the city and opportunities for decarbonization. Such urban metabolic based GHG accounting and inclusion of stocks can help to estimate the amount of GHG emissions to be expected from the further urbanization in developing countries as their urban stocks continue to increase and inform their potentials for leapfrogging in emission reduction.
29	The LPSA (Light Post-tensioned Segmented Arch) technology transforms small diameter timber (SDT) into a formidable competitor for structural steel in construction. The jointing problem and its analysis "black box" in timber engineering are decisively resolved and the need for joint strength testing is eliminated. A slide-fit socketing mechanism, via reusable prefabricated connectors, is combined with tension-induced compression adhesion. Manufacture, transportation and assembly of structures are reduced to dealing with portable modular components. Substantial savings in cost, energy, time, skills and equipment are achieved. Resulting LPSA bridge and building structures are quantifiable, reusable and potentially earthquake-durable. A "sustainable engineering science" framework based on SDT is proposed to bridge the gap with mainstream advances in continuum and computational mechanics. SDT mass utilization could save what is left of the world's forests.
